year,iu_code,prevalence (%),endemicity,therapeutic_coverage,total_population,population_requiring_treatment,population_treated,epidemiological_coverage (% of the population that required treatment and recieved such),mda_rounds,effective_mda_rounds (≥65% coverage),effective_mda_classification (≥65% coverage)
2017,NGA0380236902,,2.0,1.0,690899.0,690899.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236902,,2.0,3.0,708171.0,708171.0,440002.0,62.13,1.0,1.0,1.0
2019,NGA0380236902,,2.0,1.0,725876.0,725876.0,0.0,0.0,1.0,1.0,0.0
2020,NGA0380236902,,2.0,3.0,742604.0,742604.0,481821.0,64.88,2.0,2.0,1.0
2021,NGA0380236902,,2.0,1.0,761838.0,761838.0,0.0,0.0,2.0,2.0,0.0
2022,NGA0380236902,,2.0,3.0,781689.0,781689.0,535436.0,68.5,3.0,3.0,1.0
2023,NGA0380236902,,2.0,3.0,801231.0,801231.0,637032.0,79.51,4.0,4.0,1.0
2014,NGA0380236903,,2.0,2.0,221260.0,221260.0,107054.0,48.38,1.0,0.0,0.0
2015,NGA0380236903,,2.0,3.0,227076.0,227076.0,178143.0,78.45,2.0,1.0,1.0
2016,NGA0380236903,,2.0,2.0,232753.0,232753.0,22362.0,9.61,3.0,1.0,0.0
2017,NGA0380236903,,2.0,3.0,238571.0,238571.0,168864.0,70.78,4.0,2.0,1.0
2018,NGA0380236903,,2.0,2.0,244536.0,244536.0,107606.0,44.0,5.0,2.0,0.0
2019,NGA0380236903,,2.0,1.0,250649.0,250649.0,0.0,0.0,5.0,2.0,0.0
2020,NGA0380236903,,2.0,3.0,256426.0,256426.0,157171.0,61.29,6.0,3.0,1.0
2021,NGA0380236903,,2.0,1.0,263067.0,263067.0,0.0,0.0,6.0,3.0,0.0
2022,NGA0380236903,,2.0,3.0,269922.0,269922.0,176487.0,65.38,7.0,4.0,1.0
2023,NGA0380236903,,2.0,3.0,276670.0,276670.0,214603.0,77.57,8.0,5.0,1.0
2014,NGA0380236904,,2.0,1.0,205470.0,205470.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236904,,2.0,1.0,210871.0,210871.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236904,,2.0,1.0,216142.0,216142.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236904,,2.0,1.0,221546.0,221546.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236904,,2.0,3.0,227084.0,227084.0,128503.0,56.59,1.0,1.0,1.0
2019,NGA0380236904,,2.0,1.0,232762.0,232762.0,0.0,0.0,1.0,1.0,0.0
2020,NGA0380236904,,2.0,3.0,238126.0,238126.0,129330.0,54.31,2.0,2.0,1.0
2021,NGA0380236904,,2.0,1.0,244293.0,244293.0,0.0,0.0,2.0,2.0,0.0
2022,NGA0380236904,,2.0,3.0,250659.0,250659.0,163860.0,65.37,3.0,3.0,1.0
2023,NGA0380236904,,2.0,3.0,256925.0,256925.0,193523.0,75.32,4.0,4.0,1.0
2014,NGA0380236905,,2.0,3.0,67118.0,67118.0,71464.0,106.48,1.0,1.0,1.0
2015,NGA0380236905,,2.0,3.0,68882.0,68882.0,60045.0,87.17,2.0,2.0,1.0
2016,NGA0380236905,,2.0,1.0,70604.0,70604.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0380236905,,2.0,2.0,72369.0,72369.0,37015.0,51.15,3.0,2.0,0.0
2018,NGA0380236905,,2.0,3.0,74179.0,74178.0,40354.0,54.4,4.0,3.0,1.0
2019,NGA0380236905,,2.0,3.0,76033.0,76033.0,41397.0,54.45,5.0,4.0,1.0
2020,NGA0380236905,,2.0,3.0,77785.0,77785.0,48026.0,61.74,6.0,5.0,1.0
2021,NGA0380236905,,2.0,1.0,79800.0,79800.0,0.0,0.0,6.0,5.0,0.0
2022,NGA0380236905,,2.0,3.0,81879.0,81879.0,53559.0,65.41,7.0,6.0,1.0
2023,NGA0380236905,,2.0,3.0,83926.0,83926.0,65492.0,78.04,8.0,7.0,1.0
2014,NGA0380236906,,0.0,0.0,638664.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236906,,0.0,0.0,655449.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236906,,0.0,0.0,671836.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236906,,0.0,0.0,688632.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236906,,0.0,0.0,705847.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236906,,0.0,0.0,723494.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236906,,0.0,0.0,740167.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236906,,0.0,0.0,759338.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236906,,0.0,0.0,779123.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236906,,0.0,0.0,798602.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236907,,2.0,2.0,134095.0,134095.0,47094.0,35.12,1.0,0.0,0.0
2015,NGA0380236907,,2.0,3.0,137620.0,137620.0,72836.0,52.93,2.0,1.0,1.0
2016,NGA0380236907,,2.0,3.0,141060.0,141060.0,83345.0,59.08,3.0,2.0,1.0
2017,NGA0380236907,,2.0,1.0,144587.0,144587.0,0.0,0.0,3.0,2.0,0.0
2018,NGA0380236907,,2.0,2.0,148201.0,148201.0,73840.0,49.82,4.0,2.0,0.0
2019,NGA0380236907,,2.0,3.0,151906.0,151906.0,120195.0,79.12,5.0,3.0,1.0
2020,NGA0380236907,,2.0,3.0,155407.0,155407.0,104400.0,67.18,6.0,4.0,1.0
2021,NGA0380236907,,2.0,1.0,159432.0,159432.0,0.0,0.0,6.0,4.0,0.0
2022,NGA0380236907,,2.0,3.0,163587.0,163587.0,123312.0,75.38,7.0,5.0,1.0
2023,NGA0380236907,,2.0,3.0,167676.0,167676.0,131877.0,78.65,8.0,6.0,1.0
2014,NGA0380236908,,0.0,0.0,82302.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236908,,0.0,0.0,84466.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236908,,0.0,0.0,86577.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236908,,0.0,0.0,88742.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236908,,0.0,0.0,90960.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236908,,0.0,0.0,93234.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236908,,0.0,0.0,95383.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236908,,0.0,0.0,97853.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236908,,0.0,0.0,100403.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236908,,0.0,0.0,102913.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236909,3.81,2.0,2.0,187439.0,187439.0,94208.0,50.26,1.0,0.0,0.0
2015,NGA0380236909,,2.0,3.0,192365.0,192365.0,116568.0,60.6,2.0,1.0,1.0
2016,NGA0380236909,,2.0,2.0,197174.0,197174.0,24019.0,12.18,3.0,1.0,0.0
2017,NGA0380236909,,2.0,1.0,202103.0,202103.0,0.0,0.0,3.0,1.0,0.0
2018,NGA0380236909,,2.0,3.0,207156.0,207156.0,155847.0,75.23,4.0,2.0,1.0
2019,NGA0380236909,,2.0,3.0,212335.0,212335.0,181281.0,85.37,5.0,3.0,1.0
2020,NGA0380236909,,2.0,3.0,217228.0,217228.0,161032.0,74.13,6.0,4.0,1.0
2021,NGA0380236909,,2.0,1.0,222855.0,222855.0,0.0,0.0,6.0,4.0,0.0
2022,NGA0380236909,,2.0,3.0,228661.0,228661.0,177925.0,77.81,7.0,5.0,1.0
2023,NGA0380236909,,2.0,3.0,234378.0,234378.0,187313.0,79.92,8.0,6.0,1.0
2014,NGA0380236910,,0.0,0.0,346003.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236910,,0.0,0.0,355097.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236910,,0.0,0.0,363974.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236910,,0.0,0.0,373073.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236910,,0.0,0.0,382400.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236910,,0.0,0.0,391960.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236910,,0.0,0.0,400993.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236910,,0.0,0.0,411379.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236910,,0.0,0.0,422098.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236910,,0.0,0.0,432651.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236911,,0.0,0.0,144486.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236911,,0.0,0.0,148284.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236911,,0.0,0.0,151991.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236911,,0.0,0.0,155791.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236911,,0.0,0.0,159685.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236911,,0.0,0.0,163678.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236911,,0.0,0.0,167450.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236911,,0.0,0.0,171787.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236911,,0.0,0.0,176263.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236911,,0.0,0.0,180669.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236912,,2.0,3.0,100048.0,100048.0,65741.0,65.71,1.0,1.0,1.0
2015,NGA0380236912,,2.0,3.0,102678.0,102678.0,69599.0,67.78,2.0,2.0,1.0
2016,NGA0380236912,,2.0,1.0,105245.0,105245.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0380236912,,2.0,3.0,107876.0,107876.0,80195.0,74.34,3.0,3.0,1.0
2018,NGA0380236912,,2.0,3.0,110573.0,110573.0,79603.0,71.99,4.0,4.0,1.0
2019,NGA0380236912,,2.0,3.0,113337.0,113337.0,85168.0,75.15,5.0,5.0,1.0
2020,NGA0380236912,,2.0,3.0,115949.0,115949.0,89585.0,77.26,6.0,6.0,1.0
2021,NGA0380236912,,2.0,1.0,118952.0,118952.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0380236912,,2.0,3.0,122052.0,122052.0,94395.0,77.34,7.0,7.0,1.0
2023,NGA0380236912,,2.0,3.0,125103.0,125103.0,99625.0,79.63,8.0,8.0,1.0
2014,NGA0380236913,,2.0,1.0,183050.0,183050.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236913,,2.0,1.0,187861.0,187861.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236913,,2.0,1.0,192558.0,192558.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236913,,2.0,1.0,197372.0,197372.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236913,,2.0,3.0,202306.0,202306.0,108330.0,53.55,1.0,1.0,1.0
2019,NGA0380236913,,2.0,3.0,207364.0,207364.0,117035.0,56.44,2.0,2.0,1.0
2020,NGA0380236913,,2.0,3.0,212143.0,212143.0,148730.0,70.11,3.0,3.0,1.0
2021,NGA0380236913,,2.0,1.0,217637.0,217637.0,0.0,0.0,3.0,3.0,0.0
2022,NGA0380236913,,2.0,3.0,223308.0,223308.0,152911.0,68.48,4.0,4.0,1.0
2023,NGA0380236913,,2.0,3.0,228891.0,228891.0,171416.0,74.89,5.0,5.0,1.0
2014,NGA0380236914,,2.0,2.0,278484.0,278484.0,74587.0,26.78,1.0,0.0,0.0
2015,NGA0380236914,,2.0,2.0,285804.0,285804.0,115568.0,40.44,2.0,0.0,0.0
2016,NGA0380236914,,2.0,2.0,292949.0,292949.0,58818.0,20.08,3.0,0.0,0.0
2017,NGA0380236914,,2.0,3.0,300272.0,300272.0,182644.0,60.83,4.0,1.0,1.0
2018,NGA0380236914,,2.0,3.0,307779.0,307779.0,207199.0,67.32,5.0,2.0,1.0
2019,NGA0380236914,,2.0,1.0,315474.0,315474.0,0.0,0.0,5.0,2.0,0.0
2020,NGA0380236914,,2.0,2.0,322744.0,322744.0,148616.0,46.05,6.0,2.0,0.0
2021,NGA0380236914,,2.0,1.0,331103.0,331103.0,0.0,0.0,6.0,2.0,0.0
2022,NGA0380236914,,2.0,3.0,339731.0,339731.0,221433.0,65.18,7.0,3.0,1.0
2023,NGA0380236914,,2.0,3.0,348224.0,348224.0,272321.0,78.2,8.0,4.0,1.0
2014,NGA0380236915,,0.0,0.0,133186.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236915,,0.0,0.0,136687.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236915,,0.0,0.0,140104.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236915,,0.0,0.0,143607.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236915,,0.0,0.0,147197.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236915,,0.0,0.0,150877.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236915,,0.0,0.0,154354.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236915,,0.0,0.0,158352.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236915,,0.0,0.0,162478.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236915,,0.0,0.0,166540.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236916,,2.0,2.0,154693.0,154693.0,36508.0,23.6,1.0,0.0,0.0
2015,NGA0380236916,,2.0,2.0,158759.0,158759.0,72255.0,45.51,2.0,0.0,0.0
2016,NGA0380236916,,2.0,1.0,162728.0,162728.0,0.0,0.0,2.0,0.0,0.0
2017,NGA0380236916,,2.0,1.0,166796.0,166796.0,0.0,0.0,2.0,0.0,0.0
2018,NGA0380236916,,2.0,3.0,170966.0,170966.0,102646.0,60.04,3.0,1.0,1.0
2019,NGA0380236916,,2.0,3.0,175240.0,175240.0,129667.0,73.99,4.0,2.0,1.0
2020,NGA0380236916,,2.0,3.0,179279.0,179279.0,124910.0,69.67,5.0,3.0,1.0
2021,NGA0380236916,,2.0,1.0,183922.0,183922.0,0.0,0.0,5.0,3.0,0.0
2022,NGA0380236916,,2.0,3.0,188715.0,188715.0,128665.0,68.18,6.0,4.0,1.0
2023,NGA0380236916,,2.0,3.0,193433.0,193433.0,151318.0,78.23,7.0,5.0,1.0
2014,NGA0380236917,,0.0,0.0,88753.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0380236917,,0.0,0.0,91086.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380236917,,0.0,0.0,93363.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380236917,,0.0,0.0,95697.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380236917,,0.0,0.0,98090.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380236917,,0.0,0.0,100542.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380236917,,0.0,0.0,102859.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380236917,,0.0,0.0,105523.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380236917,,0.0,0.0,108272.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380236917,,0.0,0.0,110979.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380236918,,2.0,3.0,72905.0,72905.0,60129.0,82.48,1.0,1.0,1.0
2015,NGA0380236918,,2.0,3.0,74821.0,74820.0,70556.0,94.3,2.0,2.0,1.0
2016,NGA0380236918,,2.0,1.0,76691.0,76691.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0380236918,,2.0,1.0,78608.0,78608.0,0.0,0.0,2.0,2.0,0.0
2018,NGA0380236918,,2.0,3.0,80574.0,80573.0,58837.0,73.02,3.0,3.0,1.0
2019,NGA0380236918,,2.0,3.0,82588.0,82588.0,61756.0,74.78,4.0,4.0,1.0
2020,NGA0380236918,,2.0,3.0,84491.0,84491.0,61158.0,72.38,5.0,5.0,1.0
2021,NGA0380236918,,2.0,1.0,86680.0,86680.0,0.0,0.0,5.0,5.0,0.0
2022,NGA0380236918,,2.0,3.0,88938.0,88938.0,59614.0,67.03,6.0,6.0,1.0
2023,NGA0380236918,,2.0,3.0,91162.0,91162.0,71175.0,78.08,7.0,7.0,1.0
2014,NGA0380236919,,2.0,3.0,308372.0,308372.0,322324.0,104.52,1.0,1.0,1.0
2015,NGA0380236919,,2.0,3.0,316477.0,316477.0,330323.0,104.38,2.0,2.0,1.0
2016,NGA0380236919,,2.0,1.0,324389.0,324389.0,0.0,0.0,2.0,2.0,0.0
2017,NGA0380236919,,2.0,1.0,332499.0,332499.0,0.0,0.0,2.0,2.0,0.0
2018,NGA0380236919,,2.0,3.0,340811.0,340811.0,207333.0,60.84,3.0,3.0,1.0
2019,NGA0380236919,,2.0,1.0,349331.0,349331.0,0.0,0.0,3.0,3.0,0.0
2020,NGA0380236919,,2.0,3.0,357382.0,357382.0,247279.0,69.19,4.0,4.0,1.0
2021,NGA0380236919,,2.0,1.0,366638.0,366638.0,0.0,0.0,4.0,4.0,0.0
2022,NGA0380236919,,2.0,3.0,376192.0,376192.0,275186.0,73.15,5.0,5.0,1.0
2023,NGA0380236919,,2.0,3.0,385596.0,385596.0,293550.0,76.13,6.0,6.0,1.0
2014,NGA0380336920,,2.0,2.0,213452.0,213452.0,108002.0,50.6,1.0,0.0,0.0
2015,NGA0380336920,,2.0,2.0,219062.0,219062.0,33466.0,15.28,2.0,0.0,0.0
2016,NGA0380336920,,2.0,2.0,224538.0,224538.0,105413.0,46.95,3.0,0.0,0.0
2017,NGA0380336920,,2.0,3.0,230152.0,230152.0,201188.0,87.42,4.0,1.0,1.0
2018,NGA0380336920,,2.0,3.0,235906.0,235906.0,190966.0,80.95,5.0,2.0,1.0
2019,NGA0380336920,,2.0,3.0,241803.0,241803.0,202326.0,83.67,6.0,3.0,1.0
2020,NGA0380336920,,2.0,3.0,247376.0,247376.0,198522.0,80.25,7.0,4.0,1.0
2021,NGA0380336920,,2.0,3.0,253783.0,253783.0,199808.0,78.73,8.0,5.0,1.0
2022,NGA0380336920,0.49,2.0,3.0,260396.0,260396.0,198862.0,76.37,9.0,6.0,1.0
2023,NGA0380336920,,2.0,1.0,266906.0,0.0,0.0,0.0,9.0,6.0,0.0
2014,NGA0380336921,,2.0,2.0,260159.0,260159.0,107741.0,41.41,1.0,0.0,0.0
2015,NGA0380336921,,2.0,2.0,266997.0,266997.0,49102.0,18.39,2.0,0.0,0.0
2016,NGA0380336921,,2.0,2.0,273672.0,273672.0,98576.0,36.02,3.0,0.0,0.0
2017,NGA0380336921,,2.0,3.0,280514.0,280514.0,215381.0,76.78,4.0,1.0,1.0
2018,NGA0380336921,,2.0,3.0,287526.0,287526.0,213256.0,74.17,5.0,2.0,1.0
2019,NGA0380336921,,2.0,3.0,294715.0,294715.0,205064.0,69.58,6.0,3.0,1.0
2020,NGA0380336921,,2.0,3.0,301507.0,301507.0,210200.0,69.72,7.0,4.0,1.0
2021,NGA0380336921,,2.0,3.0,309316.0,309316.0,219959.0,71.11,8.0,5.0,1.0
2022,NGA0380336921,0.0,2.0,3.0,317375.0,317375.0,230855.0,72.74,9.0,6.0,1.0
2023,NGA0380336921,,2.0,1.0,325310.0,0.0,0.0,0.0,9.0,6.0,0.0
2014,NGA0380336922,,2.0,3.0,100303.0,100303.0,79665.0,79.42,1.0,1.0,1.0
2015,NGA0380336922,,2.0,2.0,102939.0,102939.0,42071.0,40.87,2.0,1.0,0.0
2016,NGA0380336922,,2.0,2.0,105512.0,105512.0,33712.0,31.95,3.0,1.0,0.0
2017,NGA0380336922,,2.0,3.0,108150.0,108150.0,65394.0,60.47,4.0,2.0,1.0
2018,NGA0380336922,,2.0,3.0,110854.0,110854.0,61668.0,55.63,5.0,3.0,1.0
2019,NGA0380336922,,2.0,3.0,113625.0,113625.0,72055.0,63.41,6.0,4.0,1.0
2020,NGA0380336922,,2.0,3.0,116244.0,116244.0,80555.0,69.3,7.0,5.0,1.0
2021,NGA0380336922,,2.0,3.0,119254.0,119254.0,83188.0,69.76,8.0,6.0,1.0
2022,NGA0380336922,0.0,2.0,3.0,122362.0,122362.0,85544.0,69.91,9.0,7.0,1.0
2023,NGA0380336922,,2.0,1.0,125421.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336923,,2.0,2.0,279257.0,279257.0,126765.0,45.39,1.0,0.0,0.0
2015,NGA0380336923,,2.0,2.0,286597.0,286597.0,116509.0,40.65,2.0,0.0,0.0
2016,NGA0380336923,,2.0,2.0,293761.0,293761.0,59793.0,20.35,3.0,0.0,0.0
2017,NGA0380336923,,2.0,3.0,301106.0,301106.0,243349.0,80.82,4.0,1.0,1.0
2018,NGA0380336923,,2.0,3.0,308633.0,308633.0,240357.0,77.88,5.0,2.0,1.0
2019,NGA0380336923,,2.0,3.0,316349.0,316349.0,264744.0,83.69,6.0,3.0,1.0
2020,NGA0380336923,,2.0,3.0,323640.0,323640.0,264756.0,81.81,7.0,4.0,1.0
2021,NGA0380336923,,2.0,3.0,332022.0,332022.0,259972.0,78.3,8.0,5.0,1.0
2022,NGA0380336923,0.16,2.0,3.0,340673.0,340673.0,261096.0,76.64,9.0,6.0,1.0
2023,NGA0380336923,,2.0,1.0,349190.0,0.0,0.0,0.0,9.0,6.0,0.0
2014,NGA0380336924,,2.0,3.0,160126.0,160126.0,117857.0,73.6,1.0,1.0,1.0
2015,NGA0380336924,,2.0,3.0,164334.0,164334.0,88883.0,54.09,2.0,2.0,1.0
2016,NGA0380336924,,2.0,3.0,168442.0,168442.0,195509.0,116.07,3.0,3.0,1.0
2017,NGA0380336924,,2.0,3.0,172654.0,172654.0,150390.0,87.1,4.0,4.0,1.0
2018,NGA0380336924,,2.0,3.0,176970.0,176970.0,127857.0,72.25,5.0,5.0,1.0
2019,NGA0380336924,,2.0,3.0,181394.0,181394.0,167644.0,92.42,6.0,6.0,1.0
2020,NGA0380336924,,2.0,3.0,185575.0,185575.0,146271.0,78.82,7.0,7.0,1.0
2021,NGA0380336924,0.0,2.0,3.0,190381.0,190381.0,149867.0,78.72,8.0,8.0,1.0
2022,NGA0380336924,,2.0,3.0,195342.0,195342.0,143925.0,73.68,9.0,9.0,1.0
2023,NGA0380336924,,2.0,1.0,200225.0,0.0,0.0,0.0,9.0,9.0,0.0
2014,NGA0380336925,,0.0,0.0,429816.0,0.0,173368.0,0.0,0.0,0.0,0.0
2015,NGA0380336925,,0.0,0.0,441112.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0380336925,,0.0,0.0,452140.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0380336925,,0.0,0.0,463443.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0380336925,,0.0,0.0,475030.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0380336925,,0.0,0.0,486905.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0380336925,,0.0,0.0,498127.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0380336925,,0.0,0.0,511028.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0380336925,,0.0,0.0,524344.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0380336925,,0.0,0.0,537452.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0380336926,,2.0,2.0,188590.0,188590.0,81207.0,43.06,1.0,0.0,0.0
2015,NGA0380336926,,2.0,2.0,193546.0,193546.0,29879.0,15.44,2.0,0.0,0.0
2016,NGA0380336926,,2.0,3.0,198385.0,198385.0,122371.0,61.68,3.0,1.0,1.0
2017,NGA0380336926,,2.0,3.0,203345.0,203345.0,154251.0,75.86,4.0,2.0,1.0
2018,NGA0380336926,,2.0,3.0,208428.0,208428.0,154812.0,74.28,5.0,3.0,1.0
2019,NGA0380336926,,2.0,3.0,213639.0,213639.0,172987.0,80.97,6.0,4.0,1.0
2020,NGA0380336926,,2.0,3.0,218562.0,218562.0,179798.0,82.26,7.0,5.0,1.0
2021,NGA0380336926,,2.0,3.0,224223.0,224223.0,178950.0,79.81,8.0,6.0,1.0
2022,NGA0380336926,0.0,2.0,3.0,230066.0,230066.0,183844.0,79.91,9.0,7.0,1.0
2023,NGA0380336926,,2.0,1.0,235817.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336927,,2.0,3.0,157007.0,157007.0,107852.0,68.69,1.0,1.0,1.0
2015,NGA0380336927,,2.0,2.0,161133.0,161133.0,78558.0,48.75,2.0,1.0,0.0
2016,NGA0380336927,,2.0,3.0,165162.0,165162.0,86529.0,52.39,3.0,2.0,1.0
2017,NGA0380336927,,2.0,3.0,169291.0,169291.0,137942.0,81.48,4.0,3.0,1.0
2018,NGA0380336927,,2.0,3.0,173523.0,173523.0,131780.0,75.94,5.0,4.0,1.0
2019,NGA0380336927,,2.0,3.0,177861.0,177861.0,141592.0,79.61,6.0,5.0,1.0
2020,NGA0380336927,,2.0,3.0,181960.0,181960.0,147877.0,81.27,7.0,6.0,1.0
2021,NGA0380336927,,2.0,3.0,186673.0,186673.0,139002.0,74.46,8.0,7.0,1.0
2022,NGA0380336927,0.0,2.0,3.0,191537.0,191537.0,141818.0,74.04,9.0,8.0,1.0
2023,NGA0380336927,,2.0,1.0,196325.0,0.0,0.0,0.0,9.0,8.0,0.0
2014,NGA0380336928,,2.0,3.0,214569.0,214569.0,111576.0,52.0,1.0,1.0,1.0
2015,NGA0380336928,,2.0,2.0,220208.0,220208.0,77184.0,35.05,2.0,1.0,0.0
2016,NGA0380336928,,2.0,2.0,225713.0,225713.0,45283.0,20.06,3.0,1.0,0.0
2017,NGA0380336928,,2.0,3.0,231356.0,231356.0,180134.0,77.86,4.0,2.0,1.0
2018,NGA0380336928,,2.0,3.0,237140.0,237140.0,184818.0,77.94,5.0,3.0,1.0
2019,NGA0380336928,,2.0,3.0,243069.0,243069.0,189112.0,77.8,6.0,4.0,1.0
2020,NGA0380336928,,2.0,3.0,248671.0,248671.0,189705.0,76.29,7.0,5.0,1.0
2021,NGA0380336928,,2.0,3.0,255111.0,255111.0,195878.0,76.78,8.0,6.0,1.0
2022,NGA0380336928,0.0,2.0,3.0,261758.0,261758.0,196382.0,75.02,9.0,7.0,1.0
2023,NGA0380336928,,2.0,1.0,268302.0,0.0,0.0,0.0,9.0,7.0,0.0
2014,NGA0380336929,,2.0,2.0,353644.0,353644.0,82640.0,23.37,1.0,0.0,0.0
2015,NGA0380336929,,2.0,2.0,362938.0,362938.0,16016.0,4.41,2.0,0.0,0.0
2016,NGA0380336929,,2.0,3.0,372012.0,372012.0,233580.0,62.79,3.0,1.0,1.0
2017,NGA0380336929,,2.0,3.0,381312.0,381312.0,281873.0,73.92,4.0,2.0,1.0
2018,NGA0380336929,,2.0,3.0,390845.0,390845.0,267491.0,68.44,5.0,3.0,1.0
2019,NGA0380336929,,2.0,3.0,400616.0,400616.0,321669.0,80.29,6.0,4.0,1.0
2020,NGA0380336929,,2.0,3.0,409849.0,409849.0,318856.0,77.8,7.0,5.0,1.0
2021,NGA0380336929,,2.0,3.0,420464.0,420464.0,316654.0,75.31,8.0,6.0,1.0
